SMILES,title,i_i_glide_lignum,docking_status,message,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
Nc1[nH+]ccc2ccccc12,x00229-1,11,Done,,0.7058,-7.027,generate-grids-gridgen,-7.411,-2.661,0.0,-0.0,-2.95,-21.18,-4.942,0.0,0.0,-39.83,-26.12,0.0
Nc1nccc2ccccc12,x00229-1,12,Done,,0.6669,-7.017,generate-grids-gridgen,-7.455,-2.582,-0.32,-0.0,-2.968,-23.03,-2.893,0.0,0.0,-37.7,-25.93,0.0
O=C([O-])Cc1cc(Cl)cc(Cl)c1,x00242-1,13,Done,,1.102,-7.089,generate-grids-gridgen,-7.09,-2.207,-0.1985,-0.0,-2.932,-21.94,-4.369,0.0,0.0,-40.64,-26.31,0.1642
Nc1nc2ccc(Cl)cc2s1,x00252-1,14,Done,,0.565,-7.508,generate-grids-gridgen,-7.508,-2.645,-0.32,-0.0,-2.885,-26.22,-2.311,0.0,0.0,-41.22,-28.53,0.0
O=C([O-])COc1c(Cl)cccc1Cl,x00261-1,15,Done,,1.358,-7.373,generate-grids-gridgen,-7.373,-2.629,-0.2454,-0.0,-2.746,-25.86,-5.385,0.3479,0.0,-46.73,-31.24,1.441
Cc1ccc(CS(N)(=O)=O)cc1F,x00337-1,16,Done,,1.564,-7.516,generate-grids-gridgen,-7.517,-1.94,-0.32,-0.0,-3.129,-22.85,-8.861,0.3975,-0.05299,-44.28,-31.71,1.44
COc1ccccc1-c1nnco1,x00348-1,17,Done,,1.142,-6.755,generate-grids-gridgen,-6.755,-2.761,0.0,-0.0,-2.841,-28.39,-1.587,0.5035,0.0,-42.01,-29.97,0.1101
CNC(=O)c1cccc2cc[nH]c12,x00358-1,18,Done,,1.451,-6.035,generate-grids-gridgen,-6.035,-2.584,-0.3358,-0.0,-0.9827,-27.17,-5.163,0.0,0.0,-41.6,-32.33,4.581
O=C(COc1ccccc1)Nc1ccccc1O,x00370-1,19,Done,,5.009,-6.238,generate-grids-gridgen,-6.239,-3.824,-0.2698,-0.0,-1.185,-33.67,-2.999,1.174,0.0,-48.33,-36.67,4.486
CC(C)N1CCN(C(=O)c2cccs2)CC1,x00406-1,20,Done,,2.728,-7.864,generate-grids-gridgen,-8.097,-3.772,0.0,-0.0,-3.266,-36.53,1.067,0.6076,0.0,-53.49,-35.46,0.3644
CC(C)[NH+]1CCN(C(=O)c2cccs2)CC1,x00406-1,21,Done,,2.011,-7.449,generate-grids-gridgen,-8.114,-3.351,0.0,-0.0,-3.253,-34.65,-2.539,0.6032,0.0,-55.92,-37.18,2.479
CC1(C)CN(C(=O)NCC2CC2)C1(C)C,x00409-1,22,Done,,2.755,-4.848,generate-grids-gridgen,-4.848,-2.901,-0.32,-0.0,-0.7743,-28.27,-3.767,1.126,0.0,-33.88,-32.04,13.84
O=C(N1CCOCC1)N1CCC=C(F)C1,x00433-1,23,Done,,1.933,-7.696,generate-grids-gridgen,-7.696,-2.455,0.0,-0.0,-4.193,-31.66,-1.285,0.7278,0.0,-47.28,-32.94,1.435
COc1ccc(Cn2ccnn2)cc1F,x00462-1,24,Done,,1.568,-7.157,generate-grids-gridgen,-7.157,-2.779,0.0,-0.0,-3.455,-32.25,-0.5419,0.7698,0.0,-43.83,-32.79,6.11
Cc1ccc(CNC(=O)c2sccc2C)cc1,x00463-1,25,Done,,3.0,-7.405,generate-grids-gridgen,-7.405,-3.844,0.0,-0.0,-2.744,-39.08,-0.1324,1.157,0.0,-55.88,-39.21,2.311
CN(C[C@@H]1CCOC1)c1ncncc1Cl,x00494-1,26,Done,,4.46,-8.022,generate-grids-gridgen,-8.023,-2.612,-0.5142,-0.0,-3.587,-27.8,-6.029,0.9851,0.0,-48.32,-33.82,3.517
O=C(CSc1ccccc1)NC1CCCCC1,x00509-1,27,Done,,5.117,-6.796,generate-grids-gridgen,-6.796,-4.339,0.0,-0.0,-1.292,-35.93,-1.414,0.8436,0.0,-49.51,-37.34,5.079
CC(=O)c1cccc(NC(=O)C(F)(F)F)c1,x00512-1,28,Done,,1.716,-7.437,generate-grids-gridgen,-7.437,-2.234,0.0,-0.0,-4.023,-31.25,-1.72,0.64,0.0,-47.25,-32.97,0.6615
COc1cccnc1C#N,x00527-1,29,Done,,0.6682,-6.267,generate-grids-gridgen,-6.267,-1.792,0.0,-0.0,-3.22,-22.93,-0.7298,0.0,0.0,-32.82,-23.66,0.0008221
COC(=O)c1ccc(S(N)(=O)=O)cc1,x00543-1,30,Done,,1.54,-7.047,generate-grids-gridgen,-7.049,-2.024,-0.32,-0.0,-3.163,-28.63,-3.121,0.3611,-0.003354,-44.17,-31.75,2.068
Cc1occc1C(=O)N1CCc2ccccc21,x00555-1,31,Done,,1.121,-3.009,generate-grids-gridgen,-3.009,-2.949,0.0,-0.0,0.6171,-29.68,0.9846,0.6588,0.0,-32.1,-28.69,5.707
Cc1cc(F)cc(S(N)(=O)=O)c1,x00558-1,32,Done,,1.096,-5.637,generate-grids-gridgen,-5.638,-2.054,-0.32,-0.0,-1.389,-25.49,-3.998,0.0,0.0,-38.74,-29.49,0.8344
O=C(Cc1ccc(F)cc1)Nc1ccc(F)cc1,x00612-1,33,Done,,2.174,-7.518,generate-grids-gridgen,-7.518,-2.378,-0.1772,-0.0,-3.473,-32.79,-2.804,0.5707,0.0,-51.17,-35.6,0.7981
Cc1ccc(NC(=O)c2cccc(F)c2)cc1O,x00625-1,34,Done,,2.256,-8.768,generate-grids-gridgen,-8.769,-3.625,-0.32,-0.0,-3.241,-32.75,-5.417,0.868,0.0,-55.61,-38.17,3.549
CCN(CC)c1cc(C)nc2ncnn12,x00638-1,35,Done,,1.563,-6.806,generate-grids-gridgen,-6.806,-1.652,-0.2946,-0.0,-3.105,-26.57,-5.452,0.391,0.0,-45.32,-32.02,0.4867
C[C@@H]1CCCN(C(=O)c2cscn2)CC1,x00644-1,36,Done,,2.275,-8.015,generate-grids-gridgen,-8.015,-3.223,0.0,-0.0,-3.49,-37.92,-0.5296,0.6735,0.0,-55.31,-38.45,2.21
Cn1ncc(Cl)c1C(=O)N1CCCCC1,x00652-1,37,Done,,1.285,-7.76,generate-grids-gridgen,-7.76,-2.783,0.0,-0.0,-3.866,-31.14,-1.397,0.6567,0.0,-47.39,-32.54,0.546
CN(C)C(=O)c1cc2cccc(F)c2o1,x00664-1,38,Done,,1.493,-6.503,generate-grids-gridgen,-6.503,-1.808,0.0,-0.0,-2.971,-27.72,-2.253,0.0,0.0,-41.6,-29.97,0.1971
Cc1ccn(Cc2csc(C)n2)c(=O)c1,x00674-1,39,Done,,0.9172,-7.683,generate-grids-gridgen,-7.684,-3.576,0.0,-0.0,-2.958,-35.28,-0.54,0.6944,0.0,-51.36,-35.82,1.299
Cn1nnc(NC(=O)c2cc3ccccc3o2)n1,x00714-1,40,Done,,1.22,-8.014,generate-grids-gridgen,-8.014,-2.512,0.0,-0.0,-3.925,-41.2,-2.651,0.8804,0.0,-62.33,-43.85,1.47
O=C(CCC1CCCCC1)N1CCOCC1,x00720-1,41,Done,,3.334,-7.518,generate-grids-gridgen,-7.518,-2.87,-0.1838,-0.0,-3.395,-26.83,-2.639,0.6684,0.0,-42.3,-29.47,1.907
Nc1ccc(CC(=O)N2CCc3ccccc32)cc1,x00753-1,42,Done,,1.752,-9.036,generate-grids-gridgen,-9.038,-4.455,-0.1484,-0.0,-2.928,-38.8,-2.622,0.8268,0.0,-60.93,-41.42,4.498
CN1CCCc2ccc(S(N)(=O)=O)cc21,x00757-1,43,Done,,1.485,-6.657,generate-grids-gridgen,-6.657,-2.672,-0.2102,-0.0,-1.779,-28.75,-3.725,0.0,0.0,-44.81,-32.47,0.7809
CC(=O)N1CCOc2ccccc2C1,x00773-1,44,Done,,1.37,-8.527,generate-grids-gridgen,-8.527,-2.886,-0.1582,-0.0,-3.548,-28.82,-3.29,0.0,0.0,-47.63,-32.11,0.9334
O=C(NCCc1cccs1)C1CCCCC1,x00794-1,45,Done,,5.083,-6.34,generate-grids-gridgen,-6.34,-3.393,-0.4215,-0.0,-0.5989,-32.43,-6.317,0.6425,0.0,-49.82,-38.75,7.18
CC(=O)NCCc1c[nH]c2ccc(F)cc12,x00819-1,46,Done,,2.437,-8.448,generate-grids-gridgen,-8.448,-3.104,-0.32,-0.0,-3.532,-33.5,-3.409,0.6947,0.0,-55.39,-36.91,0.1892
CC(=O)N1C[C@H](C)Oc2c(F)cccc21,x00913-1,47,Done,,1.423,-8.016,generate-grids-gridgen,-8.016,-2.677,0.0,-0.0,-3.602,-32.0,-0.9154,0.0,0.0,-46.82,-32.91,0.09359
COc1ccc(Br)cc1CNC(C)=O,x00979-1,48,Done,,1.287,-5.568,generate-grids-gridgen,-5.568,-2.802,-0.1745,-0.0,-1.064,-29.75,-3.801,0.5301,0.0,-43.32,-33.55,4.417
Cc1nn(C)c2c(=O)[nH]ncc12,x00981-1,49,Done,,0.6795,-6.666,generate-grids-gridgen,-6.666,-1.771,-0.2116,-0.0,-3.027,-27.69,-1.817,0.0,0.0,-40.89,-29.5,0.0
O=C(Nc1cccc(Cl)c1)C(F)(F)F,x00982-1,50,Done,,1.391,-7.408,generate-grids-gridgen,-7.408,-2.409,0.0,-0.0,-3.716,-27.71,-1.581,0.3386,0.0,-41.37,-29.29,0.3487
Cc1ccc(-n2nnnc2N)cc1,x00990-1,51,Done,,0.9021,-6.995,generate-grids-gridgen,-6.995,-2.175,0.0,-0.0,-3.55,-28.91,-2.214,0.5082,0.0,-43.47,-31.13,0.618
COc1ccc2cn[nH]c(=O)c2c1OC,x01009-1,52,Done,,1.28,-6.413,generate-grids-gridgen,-6.413,-2.279,0.0,-0.0,-2.403,-30.34,-1.43,0.0,0.0,-43.37,-31.77,2.296
N#Cc1ccc(N2CCCOCC2)cn1,x01016-1,53,Done,,1.267,-6.219,generate-grids-gridgen,-6.219,-1.809,0.0,-0.0,-2.963,-31.33,-1.856,0.3975,0.0,-45.31,-33.19,0.4499
COC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,x01039-1,54,Done,,1.772,-7.273,generate-grids-gridgen,-7.273,-2.14,0.0,-0.0,-4.07,-34.57,-1.276,0.8565,0.0,-50.48,-35.85,1.186
O=C(c1ccccc1)N1[C@H]2CC[C@@H]1CC2,x01070-1,55,Done,,1.48,-7.507,generate-grids-gridgen,-7.507,-3.334,0.0,-0.0,-3.589,-29.36,0.5061,0.8081,0.0,-40.53,-28.86,1.918
O=C(COc1ccccc1)NC1CCCC1,x01105-1,56,Done,,7.007,-7.09,generate-grids-gridgen,-7.09,-3.356,-0.5715,-0.0,-1.538,-28.2,-6.325,0.7348,0.0,-47.4,-34.53,4.205
O=C(CCc1ccccc1)N1CCOCC1,x01108-1,57,Done,,2.714,-7.827,generate-grids-gridgen,-7.827,-3.013,-0.2108,-0.0,-3.382,-30.53,-2.622,0.6999,0.0,-47.37,-33.16,2.04
O=C(CCOc1ccccc1)N1CCCC1,x01111-1,58,Done,,3.998,-7.401,generate-grids-gridgen,-7.401,-3.372,0.0,-0.0,-3.179,-33.58,-1.473,1.05,0.0,-50.28,-35.05,0.386
Cc1ccc2nc(N)sc2c1,x01126-1,59,Done,,0.6727,-6.919,generate-grids-gridgen,-6.919,-2.594,0.0,-0.0,-2.841,-27.06,-0.8757,0.0,0.0,-39.52,-27.93,0.0
O=C1NCCc2ccccc21,x01130-1,60,Done,,0.6906,-7.115,generate-grids-gridgen,-7.115,-1.972,-0.32,-0.0,-3.104,-22.44,-3.982,0.0,0.0,-37.74,-26.43,0.0
NS(=O)(=O)c1ccccc1F,x01131-1,61,Done,,1.042,-5.519,generate-grids-gridgen,-5.521,-1.787,-0.32,-0.0,-1.657,-23.28,-3.951,0.0,0.0,-35.82,-27.24,0.7907
O=C1Nc2cccc3cccc1c23,x01217-1,62,Done,,0.6911,-7.863,generate-grids-gridgen,-7.863,-2.885,0.0,-0.0,-3.387,-28.51,-1.102,0.0,0.0,-43.44,-29.61,0.0
Nc1nc2c(Cl)cccc2s1,x01233-1,63,Done,,0.5809,-7.487,generate-grids-gridgen,-7.487,-2.672,-0.3086,-0.0,-2.892,-26.01,-2.09,0.0,0.0,-40.65,-28.1,0.0
O=C([O-])Cn1c2ccccc2c(=O)c2ccccc21,x01234-1,64,Done,,1.258,-7.127,generate-grids-gridgen,-7.128,-2.256,-0.2181,-0.0,-3.041,-22.17,-3.357,0.0,0.0,-36.87,-25.53,0.6615
Nc1ccc2ccccc2n1,x01249-1,65,Done,,0.62,-7.35,generate-grids-gridgen,-7.506,-2.618,-0.32,-0.0,-3.017,-23.5,-2.51,0.0,0.0,-37.67,-26.01,0.0
Nc1ccc2ccccc2[nH+]1,x01249-1,66,Done,,0.665,-7.238,generate-grids-gridgen,-8.104,-2.729,0.0,-0.0,-3.847,-21.47,-3.025,0.0,0.0,-39.35,-24.5,0.0
Nc1nc2ccc(F)cc2s1,x01260-1,67,Done,,0.5852,-7.096,generate-grids-gridgen,-7.096,-2.387,0.0,-0.0,-3.248,-26.21,-0.9994,0.0,0.0,-38.75,-27.21,0.0
OCc1cc2c(Cl)cccc2[nH]1,x01287-1,68,Done,,1.638,-7.883,generate-grids-gridgen,-7.883,-2.975,-0.32,-0.0,-2.812,-27.07,-2.817,0.0,0.0,-43.14,-29.88,0.9554
CC(C)n1c(N)[nH+]c2ccccc21,x01295-1,69,Done,,1.246,-7.363,generate-grids-gridgen,-7.61,-2.48,0.0,-0.0,-3.497,-20.98,-3.892,0.0,0.0,-38.69,-24.87,0.9598
CC(C)n1c(N)nc2ccccc21,x01295-1,70,Done,,1.197,-6.243,generate-grids-gridgen,-6.881,-1.274,-0.4113,-0.0,-3.19,-23.87,-5.418,0.0,0.0,-41.22,-29.29,0.02262
O=c1[nH]ccc2ccccc12,x01306-1,71,Done,,0.6222,-6.908,generate-grids-gridgen,-6.908,-2.62,0.0,-0.0,-2.835,-25.07,-1.329,0.0,0.0,-37.28,-26.4,0.0
O=C(c1ccc(Cl)cc1)N1CCSCC1,x01325-1,72,Done,,1.375,-7.615,generate-grids-gridgen,-7.615,-3.365,0.0,-0.0,-3.095,-33.12,-0.6111,0.5931,0.0,-48.14,-33.73,3.118
O=C(Nc1ccccc1)Nc1cccnc1,x01334-1,73,Done,,1.972,-7.276,generate-grids-gridgen,-7.285,-3.406,0.0,-0.0,-2.746,-35.79,-0.5221,0.7336,0.0,-52.24,-36.31,0.4955
O=C(Nc1ccccc1)Nc1ccc[nH+]c1,x01334-1,74,Done,,2.034,-5.967,generate-grids-gridgen,-8.445,-3.281,0.0,-0.0,-3.615,-33.39,-4.05,0.7278,0.0,-59.14,-37.44,0.7586
NC(=O)Nc1ccc(-c2ccccc2)cc1,x01358-1,75,Done,,1.885,-7.588,generate-grids-gridgen,-7.588,-3.635,-0.008582,-0.0,-2.875,-31.94,-1.411,0.7393,-0.0001356,-46.86,-33.35,3.991
CCc1ccc(-c2nc(N)sc2C)cc1,x01378-1,76,Done,,1.564,-7.674,generate-grids-gridgen,-7.71,-3.468,0.0,-0.0,-2.821,-33.08,-0.8028,0.3525,0.0,-48.98,-33.88,1.311
CCc1ccc(-c2[nH+]c(N)sc2C)cc1,x01378-1,77,Done,,1.584,-6.17,generate-grids-gridgen,-7.838,-3.529,0.0,-0.0,-2.758,-28.6,-3.131,0.3498,0.0,-48.72,-31.73,0.3156
CC1CCN(c2ccc(N)cc2Cl)CC1,x01382-1,78,Done,,1.294,-7.421,generate-grids-gridgen,-7.522,-3.621,0.0,-0.0,-2.706,-32.22,0.5325,0.3357,0.0,-44.04,-31.68,1.913
C[C@H]1CC[N@H+](c2ccc(N)cc2Cl)CC1,x01382-1,79,Done,,1.05,-7.508,generate-grids-gridgen,-8.605,-3.31,-0.06465,-0.0,-3.67,-27.5,-3.463,0.3332,0.0,-46.63,-30.96,1.076
C[C@H]1CC[N@@H+](c2ccc(N)cc2Cl)CC1,x01382-1,80,Done,,1.126,-7.363,generate-grids-gridgen,-8.46,-3.127,-0.09549,-0.0,-3.693,-27.8,-3.255,0.3332,0.0,-44.89,-31.05,3.086
COC(=O)CNC(=O)c1cc(C)on1,x01401-1,81,Done,,2.377,-1.889,generate-grids-gridgen,-1.889,-1.416,0.0,-0.0,-0.03657,-30.93,-3.654,1.658,0.0,-35.4,-34.58,6.684
CC(=O)N1c2ccccc2CC[C@H]1C,x01411-1,82,Done,,1.3,-7.036,generate-grids-gridgen,-7.036,-2.941,0.0,-0.0,-2.613,-29.4,-0.07736,0.0,0.0,-42.06,-29.48,0.5397
CCNc1ccc(S(C)(=O)=O)cc1F,x01415-1,83,Done,,1.873,-7.046,generate-grids-gridgen,-7.046,-2.511,0.0,-0.0,-3.201,-29.76,-1.334,0.3554,0.0,-43.95,-31.1,0.4102
COc1ccc(NC(=O)Nc2ccncc2)cc1,x01438-1,84,Done,,2.686,-6.749,generate-grids-gridgen,-6.847,-2.894,-0.2463,-0.0,-2.195,-36.88,-3.652,0.8802,0.0,-56.96,-40.54,1.671
COc1ccc(NC(=O)Nc2cc[nH+]cc2)cc1,x01438-1,85,Done,,2.883,-6.467,generate-grids-gridgen,-7.582,-2.893,-0.32,-0.0,-2.143,-35.02,-8.986,0.874,-0.0004722,-64.44,-44.01,2.019
C[NH2+]Cc1cccc(Cl)c1,x01464-1,86,Done,,1.314,-7.544,generate-grids-gridgen,-7.566,-2.41,0.0,-0.0,-3.559,-20.83,-3.7,0.0,0.0,-36.84,-24.53,1.012
CNCc1cccc(Cl)c1,x01464-1,87,Done,,1.391,-5.411,generate-grids-gridgen,-7.377,-2.635,-0.32,-0.0,-2.95,-21.5,-2.646,0.0,0.0,-34.34,-24.15,1.634
O=C(Nc1nccs1)c1ccccc1,x01502-1,88,Done,,1.427,-6.874,generate-grids-gridgen,-6.874,-3.157,0.0,-0.0,-3.041,-34.63,-0.8479,1.183,0.0,-50.1,-35.48,0.1559
O=S(=O)(c1ccccc1)N1CCCC1,x01511-1,89,Done,,3.868,-5.444,generate-grids-gridgen,-5.444,-2.93,0.0,-0.0,-1.605,-31.33,-0.5876,0.745,0.0,-40.58,-31.92,3.971
Cn1cnnc1[C@@H]1CCCN1c1cccc(-n2cnc3ccccc32)n1,x02691-1,90,Done,,2.427,-7.952,generate-grids-gridgen,-7.962,-2.431,-0.1773,-0.0,-3.42,-36.86,-3.594,0.4777,-0.02947,-58.46,-40.45,1.536
Cn1cnnc1[C@@H]1CCCN1c1cccc(-n2c[nH+]c3ccccc32)n1,x02691-1,91,Done,,2.725,-5.459,generate-grids-gridgen,-7.894,-2.707,-0.1641,-0.0,-3.358,-35.69,-2.162,0.4753,-0.03146,-47.64,-37.85,8.425
Cc1cn(C)nc1CS(=O)(=O)Cc1c(C)cc(C(C)(C)C)cc1C,x02696-1,92,Done,,6.313,-8.123,generate-grids-gridgen,-8.123,-3.7,0.0,-0.0,-2.411,-39.64,-4.353,0.627,-0.004464,-59.92,-43.99,1.84
CC(C)N(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,93,Done,,13.92,-6.621,generate-grids-gridgen,-6.638,-3.73,0.0,-0.0,-1.512,-38.74,-1.521,0.7839,-0.01505,-53.57,-40.26,4.427
CC(C)[N@@H+](C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,94,Done,,7.66,-4.325,generate-grids-gridgen,-6.747,-3.891,0.0,-0.0,-1.356,-35.39,-3.318,0.7839,-0.0163,-50.94,-38.71,7.57
CC(C)[N@H+](C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,95,Done,,6.474,-5.991,generate-grids-gridgen,-8.413,-3.732,0.0,-0.0,-2.878,-36.31,-4.894,0.7839,-0.03754,-58.1,-41.2,8.003
CC(C)N(C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,96,Done,,14.44,-4.473,generate-grids-gridgen,-7.092,-3.959,-0.0265,-0.0,-1.864,-38.36,-0.7472,0.7879,0.0,-54.45,-39.11,4.87
CC(C)(C)n1cc(NS(=O)(=O)c2cccc(Cl)c2Cl)cn1,x02700-1,97,Done,,2.496,-5.853,generate-grids-gridgen,-6.152,-2.794,-0.2436,-0.0,-1.729,-42.97,1.949,0.4708,0.0,-54.54,-41.02,2.005
CC(C)(C)n1cc([N-]S(=O)(=O)c2cccc(Cl)c2Cl)cn1,x02700-1,98,Done,,2.304,-6.18,generate-grids-gridgen,-6.729,-3.094,-0.1392,-0.0,-1.595,-35.4,-4.023,0.4733,0.0,-54.29,-39.42,3.59
C[C@H](Cc1cccnc1)NC(=O)c1cc(C(C)(C)C)n2ncnc2n1,x02704-1,99,Done,,4.242,-8.756,generate-grids-gridgen,-8.767,-3.894,-0.3979,-0.0,-2.43,-44.52,-2.802,0.6605,-0.05887,-69.41,-47.33,5.858
C[C@H](Cc1ccc[nH+]c1)NC(=O)c1cc(C(C)(C)C)n2ncnc2n1,x02704-1,100,Done,,4.685,-7.341,generate-grids-gridgen,-9.727,-3.182,-0.5773,-0.0,-3.012,-39.72,-10.82,0.6571,-0.003879,-77.78,-50.54,7.944
Cc1cccnc1[C@H](NC(=O)c1csc2cncn12)C(C)(C)C,x02708-1,101,Done,,2.645,-7.371,generate-grids-gridgen,-7.524,-3.505,0.0,-0.0,-2.444,-43.85,0.6327,0.5223,0.0,-62.01,-43.22,1.613
Cc1cccnc1[C@H](NC(=O)c1csc2c[nH+]cn12)C(C)(C)C,x02708-1,102,Done,,2.426,-6.514,generate-grids-gridgen,-7.597,-3.601,-0.32,-0.0,-2.038,-37.81,-1.415,0.5195,-0.05463,-56.44,-39.23,2.403
Cc1ccc[nH+]c1[C@H](NC(=O)c1csc2cncn12)C(C)(C)C,x02708-1,103,Done,,2.696,-7.469,generate-grids-gridgen,-9.175,-3.647,-0.32,-0.0,-3.13,-41.58,-3.103,0.5195,-0.05384,-69.03,-44.68,1.523
Cc1ccc[nH+]c1[C@H](NC(=O)c1csc2c[nH+]cn12)C(C)(C)C,x02708-1,104,Done,,2.785,-6.182,generate-grids-gridgen,-8.859,-3.561,-0.32,-0.0,-3.073,-36.77,-3.536,0.5167,-0.05262,-62.48,-40.31,1.425
Cc1nsc(N2CCCN(c3ccc(C(F)(F)F)c(C#N)c3)CC2)n1,x02715-1,105,Done,,3.528,-7.091,generate-grids-gridgen,-7.091,-2.455,0.0,-0.0,-2.931,-40.15,0.1128,0.2853,0.0,-53.59,-40.04,5.516
C=CCC1(C(=O)N[C@H]2CCN(C(=O)OC(C)(C)C)C[C@@H]2CO)CCCCC1,x02736-1,106,Done,,18.31,-7.155,generate-grids-gridgen,-7.155,-3.811,-0.2182,-0.0,-2.095,-34.77,-2.346,1.072,-0.01294,-43.68,-37.12,4.869
CC[C@@H](C)Oc1cc(C(=O)N2CC[C@H](C)c3cccc(O)c32)ccn1,x02742-1,107,Done,,7.528,-5.279,generate-grids-gridgen,-5.282,-4.381,-0.32,-0.0,1.16,-37.13,-3.581,0.6536,0.0,-45.73,-40.71,11.06
C[C@@H]([NH2+]Cc1nc2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,108,Done,,3.87,-9.343,generate-grids-gridgen,-9.597,-4.193,0.0,-0.0,-3.083,-43.87,-4.217,0.5072,-0.002015,-72.24,-48.09,8.838
C[C@@H](NCc1nc2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,109,Done,,6.195,-8.043,generate-grids-gridgen,-8.729,-3.442,-0.1576,-0.0,-2.769,-42.87,-4.292,0.5096,-0.08278,-69.57,-47.16,2.048
C[C@@H](NCc1nc2ccccc2n1C(F)F)c1[nH+]c2ccccc2n1C(F)F,x02745-1,110,Done,,4.772,-6.409,generate-grids-gridgen,-8.706,-3.524,-0.0199,-0.0,-2.687,-41.61,-5.729,0.5072,-0.0422,-72.27,-47.34,4.463
C[C@@H](NCc1[nH+]c2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,111,Done,,7.835,-6.838,generate-grids-gridgen,-9.379,-4.05,0.0,-0.0,-3.084,-40.24,-4.941,0.5072,-1.772e-05,-71.3,-45.18,2.775
COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,x02746-1,112,Done,,2.892,-7.095,generate-grids-gridgen,-7.095,-3.455,0.0,-0.0,-2.108,-39.06,-0.6766,0.5223,0.0,-53.62,-39.74,2.18
CS(=O)(=O)NCc1ccc(C(=O)N2CCCCCc3ccccc32)o1,x02776-1,114,Done,,3.99,-9.611,generate-grids-gridgen,-9.611,-3.381,-0.5274,-0.0,-2.579,-47.53,-8.583,0.5847,-0.04383,-86.14,-56.12,4.174
