SMILES,title,i_i_glide_lignum,docking_status,message,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
Nc1nccc2ccccc12,x00229-1,12,Done,,0.6647,-6.633,generate-grids-gridgen,-7.072,-2.662,0.0,-0.0,-2.986,-24.06,-1.467,0.0,0.0,-36.32,-25.53,0.0
O=C([O-])Cc1cc(Cl)cc(Cl)c1,x00242-1,13,Done,,1.121,-6.372,generate-grids-gridgen,-6.373,-2.158,0.0,-0.0,-2.981,-22.93,-0.5807,0.0,0.0,-34.47,-23.51,0.3549
Nc1nc2ccc(Cl)cc2s1,x00252-1,14,Done,,0.5579,-6.507,generate-grids-gridgen,-6.507,-2.28,0.0,-0.0,-2.9,-23.23,-1.103,0.0,0.0,-33.65,-24.34,0.0
O=C([O-])COc1c(Cl)cccc1Cl,x00261-1,15,Done,,1.404,-6.622,generate-grids-gridgen,-6.622,-2.433,-0.16,-0.0,-2.616,-22.34,-4.293,0.3479,0.0,-38.84,-26.64,0.6498
Cc1ccc(CS(N)(=O)=O)cc1F,x00337-1,16,Done,,1.751,-7.204,generate-grids-gridgen,-7.205,-2.098,-0.32,-0.0,-3.362,-22.39,-4.529,0.3975,-0.02295,-38.29,-26.91,0.2494
COc1ccccc1-c1nnco1,x00348-1,17,Done,,1.316,-6.155,generate-grids-gridgen,-6.155,-2.361,0.0,-0.0,-2.858,-25.64,-1.052,0.5035,0.0,-36.18,-26.69,0.2028
CNC(=O)c1cccc2cc[nH]c12,x00358-1,18,Done,,1.605,-6.991,generate-grids-gridgen,-6.991,-2.427,0.0,-0.0,-3.111,-27.58,-0.488,0.0,0.0,-41.09,-28.07,0.1201
O=C(COc1ccccc1)Nc1ccccc1O,x00370-1,19,Done,,5.901,-7.019,generate-grids-gridgen,-7.02,-3.08,-0.4656,-0.0,-2.341,-30.71,-4.962,1.174,-0.02691,-49.09,-35.67,3.969
CC(C)N1CCN(C(=O)c2cccs2)CC1,x00406-1,20,Done,,2.788,-5.962,generate-grids-gridgen,-6.195,-2.254,0.0,-0.0,-2.9,-31.02,-0.6462,0.6076,0.0,-43.45,-31.67,0.2124
CC(C)[NH+]1CCN(C(=O)c2cccs2)CC1,x00406-1,21,Done,,2.083,-5.867,generate-grids-gridgen,-6.531,-2.2,0.0,-0.0,-2.742,-30.42,-4.275,0.6032,-0.03036,-48.18,-34.69,1.097
CC1(C)CN(C(=O)NCC2CC2)C1(C)C,x00409-1,22,Done,,2.557,-4.495,generate-grids-gridgen,-4.495,-1.674,-0.103,-0.0,-2.527,-20.85,-1.837,1.126,0.0,-29.59,-22.69,0.7953
O=C(N1CCOCC1)N1CCC=C(F)C1,x00433-1,23,Done,,2.244,-6.904,generate-grids-gridgen,-6.904,-2.006,-0.32,-0.0,-3.602,-25.54,-2.85,0.7278,0.0,-39.87,-28.39,0.9374
COc1ccc(Cn2ccnn2)cc1F,x00462-1,24,Done,,1.587,-5.681,generate-grids-gridgen,-5.681,-2.087,0.0,-0.0,-2.678,-25.91,-2.607,0.7698,0.0,-37.93,-28.51,0.1444
Cc1ccc(CNC(=O)c2sccc2C)cc1,x00463-1,25,Done,,3.006,-6.516,generate-grids-gridgen,-6.516,-2.82,-0.32,-0.0,-2.519,-28.33,-3.985,1.157,0.0,-45.07,-32.31,1.707
CN(C[C@@H]1CCOC1)c1ncncc1Cl,x00494-1,26,Done,,4.797,-5.444,generate-grids-gridgen,-5.445,-1.786,0.0,-0.0,-3.137,-26.32,-1.277,0.9851,0.0,-35.04,-27.6,3.784
O=C(CSc1ccccc1)NC1CCCCC1,x00509-1,27,Done,,6.407,-6.117,generate-grids-gridgen,-6.117,-2.867,0.0,-0.0,-2.32,-29.94,-1.838,0.8436,0.0,-43.98,-31.78,0.9239
CC(=O)c1cccc(NC(=O)C(F)(F)F)c1,x00512-1,28,Done,,1.756,-6.834,generate-grids-gridgen,-6.834,-1.684,-0.32,-0.0,-3.622,-28.19,-2.923,0.64,0.0,-41.76,-31.11,2.845
COc1cccnc1C#N,x00527-1,29,Done,,0.6428,-6.135,generate-grids-gridgen,-6.135,-1.765,0.0,-0.0,-3.104,-21.19,-1.373,0.0,0.0,-30.7,-22.56,0.01019
COC(=O)c1ccc(S(N)(=O)=O)cc1,x00543-1,30,Done,,1.611,-4.242,generate-grids-gridgen,-4.244,-1.233,-0.32,-0.0,-1.161,-25.73,-4.033,0.3611,0.0,-36.8,-29.76,0.9984
Cc1occc1C(=O)N1CCc2ccccc21,x00555-1,31,Done,,1.257,-6.589,generate-grids-gridgen,-6.589,-3.04,0.0,-0.0,-2.461,-31.13,-1.268,0.6588,0.0,-44.62,-32.39,0.2595
Cc1cc(F)cc(S(N)(=O)=O)c1,x00558-1,32,Done,,1.191,-6.742,generate-grids-gridgen,-6.743,-1.879,-0.32,-0.0,-2.647,-21.9,-5.348,0.0,0.0,-37.55,-27.25,0.5045
O=C(Cc1ccc(F)cc1)Nc1ccc(F)cc1,x00612-1,33,Done,,2.35,-7.765,generate-grids-gridgen,-7.765,-2.928,-0.2401,-0.0,-3.433,-29.34,-1.789,0.5707,0.0,-45.48,-31.13,0.4071
Cc1ccc(NC(=O)c2cccc(F)c2)cc1O,x00625-1,34,Done,,2.612,-7.022,generate-grids-gridgen,-7.022,-2.853,-0.32,-0.0,-2.305,-29.17,-6.358,0.868,0.0,-47.44,-35.53,4.858
CCN(CC)c1cc(C)nc2ncnn12,x00638-1,35,Done,,1.677,-6.948,generate-grids-gridgen,-6.948,-2.176,-0.3102,-0.0,-3.009,-26.29,-3.475,0.391,-0.007724,-40.55,-29.77,2.337
C[C@@H]1CCCN(C(=O)c2cscn2)CC1,x00644-1,36,Done,,2.373,-7.148,generate-grids-gridgen,-7.148,-2.546,-0.32,-0.0,-2.997,-29.36,-3.273,0.6735,0.0,-46.83,-32.64,0.2247
Cn1ncc(Cl)c1C(=O)N1CCCCC1,x00652-1,37,Done,,1.156,-6.927,generate-grids-gridgen,-6.927,-2.419,-0.32,-0.0,-3.216,-25.76,-2.275,0.6567,0.0,-40.01,-28.03,0.02984
CN(C)C(=O)c1cc2cccc(F)c2o1,x00664-1,38,Done,,1.451,-7.079,generate-grids-gridgen,-7.079,-2.845,0.0,-0.0,-2.957,-29.7,1.386,0.0,0.0,-40.24,-28.32,0.2023
Cc1ccn(Cc2csc(C)n2)c(=O)c1,x00674-1,39,Done,,0.9804,-6.326,generate-grids-gridgen,-6.327,-2.591,0.0,-0.0,-2.865,-28.66,-0.8855,0.6944,0.0,-40.65,-29.54,0.1011
Cn1nnc(NC(=O)c2cc3ccccc3o2)n1,x00714-1,40,Done,,1.338,-6.423,generate-grids-gridgen,-6.423,-1.826,-0.32,-0.0,-3.24,-31.5,-2.286,0.8804,0.0,-45.68,-33.79,1.973
O=C(CCC1CCCCC1)N1CCOCC1,x00720-1,41,Done,,3.859,-7.363,generate-grids-gridgen,-7.363,-3.296,0.0,-0.0,-3.338,-24.36,-1.201,0.6684,0.0,-36.88,-25.56,1.494
Nc1ccc(CC(=O)N2CCc3ccccc32)cc1,x00753-1,42,Done,,2.295,-7.216,generate-grids-gridgen,-7.218,-3.558,0.0,-0.0,-2.498,-33.3,-2.16,0.8268,0.0,-48.37,-35.46,3.416
CN1CCCc2ccc(S(N)(=O)=O)cc21,x00757-1,43,Done,,1.578,-7.117,generate-grids-gridgen,-7.117,-2.536,-0.2846,-0.0,-2.407,-24.95,-4.043,0.0,-0.03595,-40.66,-29.0,0.5101
CC(=O)N1CCOc2ccccc2C1,x00773-1,44,Done,,1.374,-7.862,generate-grids-gridgen,-7.862,-2.51,-0.32,-0.0,-3.324,-25.4,-2.923,0.0,0.0,-41.54,-28.32,0.00017
O=C(NCCc1cccs1)C1CCCCC1,x00794-1,45,Done,,5.49,-6.289,generate-grids-gridgen,-6.289,-2.856,-0.2755,-0.0,-2.357,-26.14,-2.749,0.9178,0.0,-40.24,-28.88,1.553
CC(=O)NCCc1c[nH]c2ccc(F)cc12,x00819-1,46,Done,,2.453,-7.44,generate-grids-gridgen,-7.44,-2.734,-0.2447,-0.0,-3.152,-28.84,-3.638,0.6947,-0.01585,-47.16,-32.48,0.3213
CC(=O)N1C[C@H](C)Oc2c(F)cccc21,x00913-1,47,Done,,1.421,-6.398,generate-grids-gridgen,-6.398,-1.624,0.0,-0.0,-3.256,-26.82,-1.179,0.0,0.0,-38.79,-28.0,0.4247
COc1ccc(Br)cc1CNC(C)=O,x00979-1,48,Done,,1.587,-6.055,generate-grids-gridgen,-6.055,-2.059,-0.2873,-0.0,-2.367,-29.3,-2.716,0.5301,0.0,-42.25,-32.01,0.7709
Cc1nn(C)c2c(=O)[nH]ncc12,x00981-1,49,Done,,0.6626,-6.148,generate-grids-gridgen,-6.148,-1.825,0.0,-0.0,-2.827,-27.94,-0.66,0.0,0.0,-38.83,-28.6,0.0
O=C(Nc1cccc(Cl)c1)C(F)(F)F,x00982-1,50,Done,,1.391,-6.618,generate-grids-gridgen,-6.618,-1.576,-0.3047,-0.0,-3.269,-20.88,-4.88,0.3386,-0.03151,-35.1,-25.76,0.5963
Cc1ccc(-n2nnnc2N)cc1,x00990-1,51,Done,,0.9502,-6.727,generate-grids-gridgen,-6.727,-2.022,0.0,-0.0,-3.484,-26.28,-2.771,0.5082,0.0,-39.6,-29.05,0.7879
COc1ccc2cn[nH]c(=O)c2c1OC,x01009-1,52,Done,,1.403,-6.418,generate-grids-gridgen,-6.418,-2.574,0.0,-0.0,-2.418,-29.94,0.4764,0.0,0.0,-40.84,-29.46,0.258
N#Cc1ccc(N2CCCOCC2)cn1,x01016-1,53,Done,,1.51,-6.086,generate-grids-gridgen,-6.086,-2.046,-0.136,-0.0,-2.746,-27.78,-1.112,0.3975,0.0,-39.18,-28.89,0.3737
COC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,x01039-1,54,Done,,2.047,-6.625,generate-grids-gridgen,-6.625,-1.623,-0.319,-0.0,-3.423,-26.44,-5.029,0.8565,-0.04005,-43.46,-31.47,0.5618
O=C(c1ccccc1)N1[C@H]2CC[C@@H]1CC2,x01070-1,55,Done,,1.703,-5.894,generate-grids-gridgen,-5.894,-2.367,0.0,-0.0,-2.884,-26.97,-0.6803,0.8081,0.0,-37.42,-27.65,0.1202
O=C(COc1ccccc1)NC1CCCC1,x01105-1,56,Done,,8.383,-6.184,generate-grids-gridgen,-6.184,-2.487,-0.2854,-0.0,-2.659,-26.05,-3.331,1.05,0.0,-39.52,-29.38,2.372
O=C(CCc1ccccc1)N1CCOCC1,x01108-1,57,Done,,2.813,-7.723,generate-grids-gridgen,-7.723,-2.919,-0.275,-0.0,-3.472,-27.37,-2.598,0.6999,0.0,-42.65,-29.96,2.483
O=C(CCOc1ccccc1)N1CCCC1,x01111-1,58,Done,,3.961,-7.275,generate-grids-gridgen,-7.275,-2.894,-0.2303,-0.0,-3.284,-29.41,-2.974,1.05,0.0,-43.71,-32.38,6.185
Cc1ccc2nc(N)sc2c1,x01126-1,59,Done,,0.6705,-6.572,generate-grids-gridgen,-6.572,-2.537,0.0,-0.0,-2.767,-24.99,-0.1243,0.0,0.0,-34.62,-25.12,0.0
O=C1NCCc2ccccc21,x01130-1,60,Done,,0.7109,-6.807,generate-grids-gridgen,-6.807,-2.139,0.0,-0.0,-3.202,-23.64,-1.894,0.0,0.0,-35.85,-25.53,0.0
NS(=O)(=O)c1ccccc1F,x01131-1,61,Done,,1.095,-5.912,generate-grids-gridgen,-5.914,-1.583,-0.32,-0.0,-2.056,-21.19,-5.965,0.0,0.0,-36.35,-27.15,0.5377
O=C1Nc2cccc3cccc1c23,x01217-1,62,Done,,0.6887,-7.665,generate-grids-gridgen,-7.665,-2.749,0.0,-0.0,-3.446,-27.72,-0.5612,0.0,0.0,-41.25,-28.28,0.0
Nc1nc2c(Cl)cccc2s1,x01233-1,63,Done,,0.5825,-6.684,generate-grids-gridgen,-6.684,-2.445,-0.05096,-0.0,-2.747,-25.29,-1.178,0.0,0.0,-37.09,-26.47,0.0
O=C([O-])Cn1c2ccccc2c(=O)c2ccccc21,x01234-1,64,Done,,1.377,-7.479,generate-grids-gridgen,-7.481,-2.401,-0.32,-0.0,-2.968,-26.3,-3.18,0.0,0.0,-44.24,-29.48,1.604
Nc1ccc2ccccc2n1,x01249-1,65,Done,,0.6855,-6.483,generate-grids-gridgen,-6.64,-2.514,0.0,-0.0,-2.791,-22.95,-1.247,0.0,0.0,-33.68,-24.2,0.0
Nc1ccc2ccccc2[nH+]1,x01249-1,66,Done,,0.7244,-6.824,generate-grids-gridgen,-7.69,-2.417,0.0,-0.0,-3.766,-19.17,-3.657,0.0,0.0,-35.13,-22.82,0.0
Nc1nc2ccc(F)cc2s1,x01260-1,67,Done,,0.5958,-7.092,generate-grids-gridgen,-7.092,-2.413,0.0,-0.0,-3.403,-22.71,-0.9393,0.0,0.0,-33.46,-23.65,0.0
OCc1cc2c(Cl)cccc2[nH]1,x01287-1,68,Done,,1.649,-7.357,generate-grids-gridgen,-7.357,-2.485,-0.32,-0.0,-2.754,-24.41,-3.846,0.0,0.0,-40.15,-28.25,0.9333
CC(C)n1c(N)[nH+]c2ccccc21,x01295-1,69,Done,,1.278,-7.099,generate-grids-gridgen,-7.345,-2.34,0.0,-0.0,-3.188,-18.16,-6.056,0.0,0.0,-36.12,-24.22,0.02776
CC(C)n1c(N)nc2ccccc21,x01295-1,70,Done,,1.176,-6.689,generate-grids-gridgen,-7.328,-2.61,0.0,-0.0,-3.478,-25.12,0.104,0.0,0.0,-35.66,-25.02,0.9358
O=c1[nH]ccc2ccccc12,x01306-1,71,Done,,0.6334,-6.929,generate-grids-gridgen,-6.929,-2.669,0.0,-0.0,-2.795,-24.28,-1.673,0.0,0.0,-36.69,-25.95,0.0
O=C(c1ccc(Cl)cc1)N1CCSCC1,x01325-1,72,Done,,1.449,-5.8,generate-grids-gridgen,-5.8,-2.196,0.0,-0.0,-2.845,-29.04,0.6649,0.5931,0.0,-37.72,-28.37,1.432
O=C(Nc1ccccc1)Nc1cccnc1,x01334-1,73,Done,,2.178,-5.973,generate-grids-gridgen,-5.983,-2.281,0.0,-0.0,-2.793,-30.56,-0.7607,0.7336,0.0,-42.37,-31.32,0.07136
O=C(Nc1ccccc1)Nc1ccc[nH+]c1,x01334-1,74,Done,,2.314,-3.22,generate-grids-gridgen,-5.698,-2.234,0.0,-0.0,-2.665,-29.37,-0.3871,0.7278,0.0,-41.42,-29.76,0.1772
NC(=O)Nc1ccc(-c2ccccc2)cc1,x01358-1,75,Done,,2.116,-6.575,generate-grids-gridgen,-6.575,-1.993,-0.32,-0.0,-2.475,-27.38,-7.419,0.7393,-0.04442,-48.13,-34.8,0.168
CCc1ccc(-c2nc(N)sc2C)cc1,x01378-1,76,Done,,1.892,-5.794,generate-grids-gridgen,-5.831,-2.164,0.0,-0.0,-2.488,-28.24,-0.7966,0.3525,0.0,-38.62,-29.04,0.2958
CCc1ccc(-c2[nH+]c(N)sc2C)cc1,x01378-1,77,Done,,2.034,-5.646,generate-grids-gridgen,-7.313,-2.392,0.0,-0.0,-3.606,-24.16,-3.046,0.3498,0.0,-40.73,-27.2,0.1249
CC1CCN(c2ccc(N)cc2Cl)CC1,x01382-1,78,Done,,1.529,-6.118,generate-grids-gridgen,-6.219,-2.452,-0.009633,-0.0,-2.516,-27.53,-1.342,0.3357,0.0,-39.26,-28.87,0.6208
C[C@H]1CC[N@H+](c2ccc(N)cc2Cl)CC1,x01382-1,79,Done,,1.04,-4.791,generate-grids-gridgen,-5.888,-2.591,0.0,-0.0,-1.989,-27.87,-1.649,0.3332,0.0,-39.62,-29.52,0.3418
C[C@H]1CC[N@@H+](c2ccc(N)cc2Cl)CC1,x01382-1,80,Done,,1.222,-4.861,generate-grids-gridgen,-5.958,-2.644,-0.1068,-0.0,-1.993,-27.08,-1.293,0.3332,0.0,-37.81,-28.37,0.07315
COC(=O)CNC(=O)c1cc(C)on1,x01401-1,81,Done,,2.663,-4.219,generate-grids-gridgen,-4.219,-1.226,-0.2892,-0.0,-2.731,-24.97,-2.411,1.658,-0.02118,-34.39,-27.38,3.017
CC(=O)N1c2ccccc2CC[C@H]1C,x01411-1,82,Done,,1.388,-3.268,generate-grids-gridgen,-3.268,-2.471,-0.32,-0.0,1.304,-26.64,-2.996,0.0,0.0,-35.2,-29.63,0.5625
CCNc1ccc(S(C)(=O)=O)cc1F,x01415-1,83,Done,,1.997,-6.261,generate-grids-gridgen,-6.261,-1.498,-0.32,-0.0,-3.031,-22.98,-3.895,0.3554,-0.03413,-36.58,-26.88,0.5565
COc1ccc(NC(=O)Nc2ccncc2)cc1,x01438-1,84,Done,,2.998,-7.255,generate-grids-gridgen,-7.353,-3.139,-0.5998,-0.0,-1.951,-35.59,-5.093,0.8802,0.0,-57.79,-40.69,0.6057
COc1ccc(NC(=O)Nc2cc[nH+]cc2)cc1,x01438-1,85,Done,,3.24,-5.812,generate-grids-gridgen,-6.926,-2.83,-0.608,-0.0,-2.033,-31.53,-5.014,0.874,0.0,-51.07,-36.55,0.5987
C[NH2+]Cc1cccc(Cl)c1,x01464-1,86,Done,,1.375,-7.798,generate-grids-gridgen,-7.82,-2.523,0.0,-0.0,-3.861,-20.86,-2.618,0.0,0.0,-35.21,-23.48,0.8782
CNCc1cccc(Cl)c1,x01464-1,87,Done,,1.371,-4.365,generate-grids-gridgen,-6.331,-2.35,0.0,-0.0,-2.906,-20.69,-0.2683,0.0,0.0,-29.69,-20.96,0.1065
O=C(Nc1nccs1)c1ccccc1,x01502-1,88,Done,,1.457,-5.864,generate-grids-gridgen,-5.864,-2.08,-0.32,-0.0,-2.75,-24.95,-4.33,1.183,0.0,-40.05,-29.28,0.1338
O=S(=O)(c1ccccc1)N1CCCC1,x01511-1,89,Done,,4.927,-5.867,generate-grids-gridgen,-5.867,-2.527,0.0,-0.0,-2.252,-28.19,-2.753,0.745,-0.0103,-41.74,-30.94,0.4436
Cn1cnnc1[C@@H]1CCCN1c1cccc(-n2cnc3ccccc32)n1,x02691-1,90,Done,,2.652,-8.003,generate-grids-gridgen,-8.013,-2.728,-0.2771,-0.0,-2.991,-38.74,-3.718,0.4777,0.0,-62.99,-42.46,2.506
Cn1cnnc1[C@@H]1CCCN1c1cccc(-n2c[nH+]c3ccccc32)n1,x02691-1,91,Done,,3.551,-5.529,generate-grids-gridgen,-7.964,-2.592,0.0,-0.0,-2.934,-37.38,-6.963,0.4753,-6.803e-05,-64.34,-44.34,2.806
Cc1cn(C)nc1CS(=O)(=O)Cc1c(C)cc(C(C)(C)C)cc1C,x02696-1,92,Done,,6.9,-7.838,generate-grids-gridgen,-7.838,-3.427,0.0,-0.0,-2.197,-39.8,-5.667,0.627,0.0,-61.65,-45.47,7.46
CC(C)N(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,93,Done,,20.23,-4.952,generate-grids-gridgen,-4.969,-3.797,0.0,-0.0,0.3731,-41.71,-1.623,0.7839,0.0,-49.88,-43.33,10.19
CC(C)[N@@H+](C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,94,Done,,10.2,-3.507,generate-grids-gridgen,-5.929,-2.966,0.0,-0.0,-1.25,-36.4,-4.384,0.7839,-0.01932,-55.41,-40.79,1.319
CC(C)[N@H+](C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,95,Done,,8.397,-3.926,generate-grids-gridgen,-6.348,-3.481,0.0,-0.0,-1.305,-36.09,-3.574,0.7839,-0.005311,-54.77,-39.66,2.464
CC(C)N(C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,96,Done,,17.11,-1.793,generate-grids-gridgen,-4.412,-3.135,0.0,-0.0,0.0004208,-37.52,-1.262,0.7879,0.0,-48.53,-38.79,3.421
CC(C)(C)n1cc(NS(=O)(=O)c2cccc(Cl)c2Cl)cn1,x02700-1,97,Done,,3.108,-6.1,generate-grids-gridgen,-6.399,-3.185,0.0,-0.0,-1.484,-36.53,-2.496,0.4708,0.0,-53.66,-39.02,1.202
CC(C)(C)n1cc([N-]S(=O)(=O)c2cccc(Cl)c2Cl)cn1,x02700-1,98,Done,,2.516,-5.95,generate-grids-gridgen,-6.499,-3.172,-0.2955,-0.0,-1.211,-35.53,-3.448,0.4733,0.0,-52.37,-38.97,4.055
C[C@H](Cc1cccnc1)NC(=O)c1cc(C(C)(C)C)n2ncnc2n1,x02704-1,99,Done,,5.362,-7.081,generate-grids-gridgen,-7.092,-3.08,0.0,-0.0,-2.111,-40.25,-3.637,0.6605,-0.003572,-60.81,-43.89,2.448
C[C@H](Cc1ccc[nH+]c1)NC(=O)c1cc(C(C)(C)C)n2ncnc2n1,x02704-1,100,Done,,6.216,-6.639,generate-grids-gridgen,-9.024,-3.356,-0.2948,-0.0,-3.416,-37.34,-4.907,0.6571,-0.01202,-63.64,-42.24,4.599
Cc1cccnc1[C@H](NC(=O)c1csc2cncn12)C(C)(C)C,x02708-1,101,Done,,2.382,-7.313,generate-grids-gridgen,-7.467,-3.404,-0.32,-0.0,-2.161,-36.83,-1.75,0.5223,0.0,-56.18,-38.58,1.687
Cc1cccnc1[C@H](NC(=O)c1csc2c[nH+]cn12)C(C)(C)C,x02708-1,102,Done,,2.688,-6.643,generate-grids-gridgen,-7.726,-3.189,-0.2647,-0.0,-2.416,-33.8,-4.474,0.5195,-0.01424,-54.82,-38.28,4.718
Cc1ccc[nH+]c1[C@H](NC(=O)c1csc2cncn12)C(C)(C)C,x02708-1,103,Done,,3.157,-7.162,generate-grids-gridgen,-8.868,-3.409,-0.32,-0.0,-3.326,-35.98,-3.559,0.5195,0.0,-60.7,-39.54,1.745
Cc1ccc[nH+]c1[C@H](NC(=O)c1csc2c[nH+]cn12)C(C)(C)C,x02708-1,104,Done,,3.278,-6.029,generate-grids-gridgen,-8.706,-3.42,0.0,-0.0,-3.513,-34.38,-3.798,0.5167,0.0,-56.95,-38.18,2.727
Cc1nsc(N2CCCN(c3ccc(C(F)(F)F)c(C#N)c3)CC2)n1,x02715-1,105,Done,,4.01,-7.65,generate-grids-gridgen,-7.65,-2.35,-0.2105,-0.0,-3.231,-36.52,-2.118,0.2853,0.0,-55.48,-38.64,0.9455
C=CCC1(C(=O)N[C@H]2CCN(C(=O)OC(C)(C)C)C[C@@H]2CO)CCCCC1,x02736-1,106,Done,,24.7,-7.494,generate-grids-gridgen,-7.494,-3.844,-0.32,-0.0,-1.811,-36.0,-5.267,1.072,0.0,-55.59,-41.27,6.211
CC[C@@H](C)Oc1cc(C(=O)N2CC[C@H](C)c3cccc(O)c32)ccn1,x02742-1,107,Done,,9.175,-0.5459,generate-grids-gridgen,-0.5479,-2.935,0.0,-0.0,3.232,-28.7,-0.4236,0.6536,0.0,-24.93,-29.13,11.08
C[C@@H]([NH2+]Cc1nc2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,108,Done,,5.293,-8.517,generate-grids-gridgen,-8.771,-3.63,0.0,-0.0,-3.02,-41.85,-3.568,0.5072,0.0,-67.81,-45.42,2.766
C[C@@H](NCc1nc2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,109,Done,,7.469,-7.779,generate-grids-gridgen,-8.465,-3.412,-0.219,-0.0,-2.537,-42.35,-4.53,0.5096,-0.008475,-68.68,-46.88,3.072
C[C@@H](NCc1nc2ccccc2n1C(F)F)c1[nH+]c2ccccc2n1C(F)F,x02745-1,110,Done,,6.657,-7.495,generate-grids-gridgen,-9.791,-3.985,-0.3141,-0.0,-2.745,-37.75,-9.001,0.5072,-0.01705,-71.74,-46.75,2.724
C[C@@H](NCc1[nH+]c2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,111,Done,,9.764,-6.783,generate-grids-gridgen,-9.324,-3.411,-0.32,-0.0,-3.037,-37.45,-7.86,0.5072,-0.01158,-68.68,-45.31,3.586
COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,x02746-1,112,Done,,3.381,-7.251,generate-grids-gridgen,-7.251,-3.667,0.0,-0.0,-1.907,-40.42,-1.188,0.5223,0.0,-57.89,-41.61,2.148
CS(=O)(=O)NCc1ccc(C(=O)N2CCCCCc3ccccc32)o1,x02776-1,114,Done,,4.936,-8.806,generate-grids-gridgen,-8.806,-3.763,-0.4788,-0.0,-2.393,-44.56,-3.478,0.5847,-0.006994,-67.73,-48.04,9.23
