SMILES,title,i_i_glide_lignum,docking_status,message,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
Nc1nccc2ccccc12,x00229-1,12,Done,,0.6494,-7.812,generate-grids-gridgen,-8.251,-2.1,-0.608,-0.0,-3.649,-18.8,-6.354,0.0,0.0,-37.45,-25.16,0.0
O=C([O-])Cc1cc(Cl)cc(Cl)c1,x00242-1,13,Done,,1.073,-7.145,generate-grids-gridgen,-7.146,-2.129,-0.2356,-0.0,-2.753,-21.25,-6.436,0.0,0.0,-42.64,-27.68,0.6289
Nc1nc2ccc(Cl)cc2s1,x00252-1,14,Done,,0.5538,-6.674,generate-grids-gridgen,-6.674,-1.964,-0.2611,-0.0,-2.795,-22.35,-3.539,0.0,-0.005641,-35.98,-25.89,0.0
O=C([O-])COc1c(Cl)cccc1Cl,x00261-1,15,Done,,1.157,-6.673,generate-grids-gridgen,-6.673,-2.298,-0.16,-0.0,-2.618,-24.02,-4.962,0.3479,0.0,-44.32,-28.98,0.5638
Cc1ccc(CS(N)(=O)=O)cc1F,x00337-1,16,Done,,1.312,-6.971,generate-grids-gridgen,-6.972,-1.867,0.0,-0.0,-3.459,-22.12,-5.672,0.3975,-0.08694,-38.65,-27.79,1.075
COc1ccccc1-c1nnco1,x00348-1,17,Done,,1.092,-6.301,generate-grids-gridgen,-6.301,-2.319,0.0,-0.0,-2.739,-25.94,-2.998,0.5035,0.0,-39.66,-28.94,0.1947
CNC(=O)c1cccc2cc[nH]c12,x00358-1,18,Done,,1.396,-7.542,generate-grids-gridgen,-7.542,-2.526,-0.2464,-0.0,-3.111,-27.53,-1.881,0.0,0.0,-42.51,-29.41,0.1461
O=C(COc1ccccc1)Nc1ccccc1O,x00370-1,19,Done,,2.301,-6.953,generate-grids-gridgen,-6.954,-3.135,-0.32,-0.0,-2.454,-29.84,-4.845,1.174,0.0,-50.27,-34.68,1.278
CC(C)N1CCN(C(=O)c2cccs2)CC1,x00406-1,20,Done,,2.031,-5.556,generate-grids-gridgen,-5.79,-2.302,0.0,-0.0,-2.606,-28.98,-0.269,0.6076,0.0,-39.9,-29.25,0.9965
CC(C)[NH+]1CCN(C(=O)c2cccs2)CC1,x00406-1,21,Done,,1.89,-6.908,generate-grids-gridgen,-7.572,-2.188,-0.06601,-0.0,-3.843,-29.23,-4.11,0.6032,0.0,-49.42,-33.34,0.1944
CC1(C)CN(C(=O)NCC2CC2)C1(C)C,x00409-1,22,Done,,2.025,-6.484,generate-grids-gridgen,-6.484,-2.127,-0.32,-0.0,-3.165,-23.69,-5.428,1.126,0.0,-39.95,-29.12,1.03
O=C(N1CCOCC1)N1CCC=C(F)C1,x00433-1,23,Done,,1.875,-6.559,generate-grids-gridgen,-6.559,-1.98,-0.09546,-0.0,-3.247,-29.82,-2.9,0.7278,-0.03815,-45.4,-32.72,0.08303
COc1ccc(Cn2ccnn2)cc1F,x00462-1,24,Done,,1.416,-6.655,generate-grids-gridgen,-6.655,-2.349,-0.2542,-0.0,-2.75,-25.22,-4.737,0.7698,-0.1,-38.62,-29.95,6.486
Cc1ccc(CNC(=O)c2sccc2C)cc1,x00463-1,25,Done,,2.045,-6.548,generate-grids-gridgen,-6.548,-2.74,-0.32,-0.0,-2.509,-29.78,-4.312,1.157,-0.0002246,-47.49,-34.09,2.085
CN(C[C@@H]1CCOC1)c1ncncc1Cl,x00494-1,26,Done,,3.657,-6.525,generate-grids-gridgen,-6.526,-2.511,0.0,-0.0,-3.278,-30.76,-1.221,0.9851,0.0,-42.13,-31.99,3.71
O=C(CSc1ccccc1)NC1CCCCC1,x00509-1,27,Done,,2.564,-6.966,generate-grids-gridgen,-6.966,-3.059,-0.3002,-0.0,-2.298,-28.56,-4.834,0.8436,0.0,-47.22,-33.39,0.968
CC(=O)c1cccc(NC(=O)C(F)(F)F)c1,x00512-1,28,Done,,1.554,-6.655,generate-grids-gridgen,-6.655,-1.221,-0.5274,-0.0,-3.669,-24.33,-4.407,0.64,0.0,-40.18,-28.74,0.3967
COc1cccnc1C#N,x00527-1,29,Done,,0.6003,-6.402,generate-grids-gridgen,-6.402,-1.499,-0.2321,-0.0,-3.181,-19.68,-3.37,0.0,0.0,-32.1,-23.05,0.0002967
COC(=O)c1ccc(S(N)(=O)=O)cc1,x00543-1,30,Done,,1.486,-5.052,generate-grids-gridgen,-5.053,-1.191,-0.32,-0.0,-2.186,-26.54,-2.6,0.3611,0.0,-37.61,-29.14,1.505
Cc1occc1C(=O)N1CCc2ccccc21,x00555-1,31,Done,,1.196,-7.354,generate-grids-gridgen,-7.354,-2.84,-0.32,-0.0,-2.823,-25.82,-4.928,0.6588,0.0,-43.87,-30.74,0.4317
Cc1cc(F)cc(S(N)(=O)=O)c1,x00558-1,32,Done,,1.011,-6.976,generate-grids-gridgen,-6.977,-1.895,-0.2359,-0.0,-3.032,-22.69,-4.371,0.0,-0.02428,-38.11,-27.06,0.08521
O=C(Cc1ccc(F)cc1)Nc1ccc(F)cc1,x00612-1,33,Done,,1.867,-7.675,generate-grids-gridgen,-7.675,-2.648,-0.32,-0.0,-3.264,-28.12,-4.053,0.5707,0.0,-46.51,-32.18,0.2696
Cc1ccc(NC(=O)c2cccc(F)c2)cc1O,x00625-1,34,Done,,2.168,-7.104,generate-grids-gridgen,-7.105,-2.519,-0.3878,-0.0,-3.023,-29.05,-3.932,0.868,0.0,-46.49,-32.98,1.426
CCN(CC)c1cc(C)nc2ncnn12,x00638-1,35,Done,,1.422,-7.145,generate-grids-gridgen,-7.145,-2.275,-0.3175,-0.0,-2.877,-27.78,-4.51,0.391,0.0,-44.5,-32.29,3.164
C[C@@H]1CCCN(C(=O)c2cscn2)CC1,x00644-1,36,Done,,1.896,-6.667,generate-grids-gridgen,-6.667,-2.121,-0.09173,-0.0,-3.371,-31.33,-1.266,0.6735,0.0,-44.81,-32.59,1.431
Cn1ncc(Cl)c1C(=O)N1CCCCC1,x00652-1,37,Done,,1.083,-5.842,generate-grids-gridgen,-5.842,-1.774,-0.32,-0.0,-2.683,-26.55,-2.623,0.6567,0.0,-39.85,-29.18,0.3497
CN(C)C(=O)c1cc2cccc(F)c2o1,x00664-1,38,Done,,1.29,-7.404,generate-grids-gridgen,-7.404,-2.046,-0.1382,-0.0,-3.497,-25.03,-3.143,0.0,0.0,-40.23,-28.18,0.4392
Cc1ccn(Cc2csc(C)n2)c(=O)c1,x00674-1,39,Done,,0.9309,-7.427,generate-grids-gridgen,-7.428,-2.26,-0.3789,-0.0,-3.356,-28.5,-4.684,0.6944,0.0,-46.22,-33.19,2.151
Cn1nnc(NC(=O)c2cc3ccccc3o2)n1,x00714-1,40,Done,,0.9692,-6.516,generate-grids-gridgen,-6.516,-2.208,-0.3088,-0.0,-2.888,-31.08,-2.91,0.8804,0.0,-45.49,-33.99,3.976
O=C(CCC1CCCCC1)N1CCOCC1,x00720-1,41,Done,,2.752,-6.853,generate-grids-gridgen,-6.853,-2.85,-0.32,-0.0,-2.733,-23.7,-2.891,0.6684,0.0,-37.67,-26.6,1.998
Nc1ccc(CC(=O)N2CCc3ccccc32)cc1,x00753-1,42,Done,,1.637,-7.347,generate-grids-gridgen,-7.349,-3.223,-0.0328,-0.0,-3.167,-32.81,-0.7458,0.8268,0.0,-47.94,-33.55,1.185
CN1CCCc2ccc(S(N)(=O)=O)cc21,x00757-1,43,Done,,1.315,-7.627,generate-grids-gridgen,-7.627,-2.338,-0.3121,-0.0,-2.99,-26.86,-4.293,0.0,0.0,-44.74,-31.15,0.06479
CC(=O)N1CCOc2ccccc2C1,x00773-1,44,Done,,1.189,-7.696,generate-grids-gridgen,-7.696,-2.267,0.0,-0.0,-3.756,-28.48,-1.66,0.0,0.0,-43.97,-30.14,0.01104
O=C(NCCc1cccs1)C1CCCCC1,x00794-1,45,Done,,2.761,-6.187,generate-grids-gridgen,-6.187,-2.672,0.0,-0.0,-2.76,-30.06,-1.135,0.9178,0.0,-44.36,-31.19,0.2947
CC(=O)NCCc1c[nH]c2ccc(F)cc12,x00819-1,46,Done,,1.515,-6.918,generate-grids-gridgen,-6.918,-2.628,0.0,-0.0,-3.069,-29.34,-2.996,0.6947,0.0,-45.15,-32.33,2.363
CC(=O)N1C[C@H](C)Oc2c(F)cccc21,x00913-1,47,Done,,1.329,-5.679,generate-grids-gridgen,-5.679,-2.076,0.0,-0.0,-2.162,-28.83,0.005632,0.0,0.0,-39.19,-28.83,0.6021
COc1ccc(Br)cc1CNC(C)=O,x00979-1,48,Done,,1.43,-4.823,generate-grids-gridgen,-4.823,-2.128,-0.32,-0.0,-0.9319,-27.83,-3.879,0.5301,0.0,-38.58,-31.71,3.871
Cc1nn(C)c2c(=O)[nH]ncc12,x00981-1,49,Done,,0.6893,-6.607,generate-grids-gridgen,-6.607,-1.768,-0.32,-0.0,-2.672,-25.62,-3.777,0.0,0.0,-40.98,-29.39,0.0
O=C(Nc1cccc(Cl)c1)C(F)(F)F,x00982-1,50,Done,,1.208,-5.908,generate-grids-gridgen,-5.908,-1.234,0.0,-0.0,-3.772,-23.34,-0.4867,0.3386,0.0,-32.57,-23.83,0.2493
Cc1ccc(-n2nnnc2N)cc1,x00990-1,51,Done,,0.8154,-6.642,generate-grids-gridgen,-6.642,-1.665,-0.2433,-0.0,-3.245,-22.06,-5.718,0.5082,-0.03676,-38.6,-27.78,0.0305
COc1ccc2cn[nH]c(=O)c2c1OC,x01009-1,52,Done,,1.309,-6.628,generate-grids-gridgen,-6.628,-2.129,-0.2383,-0.0,-2.367,-26.2,-3.888,0.0,0.0,-42.18,-30.09,0.4418
N#Cc1ccc(N2CCCOCC2)cn1,x01016-1,53,Done,,1.227,-7.379,generate-grids-gridgen,-7.379,-2.109,-0.2217,-0.0,-3.48,-29.46,-3.279,0.3975,0.0,-46.98,-32.74,0.327
COC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,x01039-1,54,Done,,1.345,-4.906,generate-grids-gridgen,-4.906,-1.438,-0.3117,-0.0,-2.449,-27.37,-1.304,0.8565,0.0,-36.48,-28.67,2.556
O=C(c1ccccc1)N1[C@H]2CC[C@@H]1CC2,x01070-1,55,Done,,1.542,-6.467,generate-grids-gridgen,-6.467,-2.316,0.0,-0.0,-3.334,-29.82,-0.8888,0.8081,0.0,-42.68,-30.71,0.07476
O=C(COc1ccccc1)NC1CCCC1,x01105-1,56,Done,,4.336,-6.216,generate-grids-gridgen,-6.216,-2.35,-0.32,-0.0,-2.64,-25.71,-4.466,1.05,0.0,-42.77,-30.18,0.04714
O=C(CCc1ccccc1)N1CCOCC1,x01108-1,57,Done,,2.418,-7.129,generate-grids-gridgen,-7.129,-2.945,0.0,-0.0,-3.406,-28.89,-0.2223,0.6999,0.0,-41.49,-29.12,2.249
O=C(CCOc1ccccc1)N1CCCC1,x01111-1,58,Done,,2.521,-6.311,generate-grids-gridgen,-6.311,-2.133,-0.32,-0.0,-2.979,-25.31,-4.42,1.05,0.0,-40.25,-29.73,3.448
Cc1ccc2nc(N)sc2c1,x01126-1,59,Done,,0.6264,-7.001,generate-grids-gridgen,-7.001,-2.036,-0.3374,-0.0,-2.974,-22.12,-3.647,0.0,0.0,-36.23,-25.77,0.0
O=C1NCCc2ccccc21,x01130-1,60,Done,,0.7022,-8.273,generate-grids-gridgen,-8.273,-2.175,-0.608,-0.0,-3.772,-21.5,-4.286,0.0,0.0,-38.7,-25.78,0.0
NS(=O)(=O)c1ccccc1F,x01131-1,61,Done,,1.0,-6.592,generate-grids-gridgen,-6.594,-1.652,-0.32,-0.0,-2.681,-20.31,-5.948,0.0,-0.03256,-36.8,-26.26,0.2843
O=C1Nc2cccc3cccc1c23,x01217-1,62,Done,,0.6878,-7.106,generate-grids-gridgen,-7.106,-2.073,0.0,-0.0,-3.437,-25.46,-2.145,0.0,0.0,-39.32,-27.61,0.0
Nc1nc2c(Cl)cccc2s1,x01233-1,63,Done,,0.567,-7.888,generate-grids-gridgen,-7.888,-1.961,-0.5593,-0.0,-3.302,-23.42,-5.965,0.0,0.0,-43.07,-29.39,0.0
O=C([O-])Cn1c2ccccc2c(=O)c2ccccc21,x01234-1,64,Done,,1.219,-7.736,generate-grids-gridgen,-7.737,-2.723,-0.2984,-0.0,-2.432,-27.33,-6.113,0.0,0.0,-53.56,-33.44,0.06384
Nc1ccc2ccccc2n1,x01249-1,65,Done,,0.6538,-7.342,generate-grids-gridgen,-7.499,-2.086,-0.3294,-0.0,-3.418,-21.75,-3.851,0.0,0.0,-36.92,-25.6,0.0
Nc1ccc2ccccc2[nH+]1,x01249-1,66,Done,,0.6734,-6.432,generate-grids-gridgen,-7.297,-2.395,0.0,-0.0,-3.329,-18.53,-4.314,0.0,0.0,-33.59,-22.85,0.0
Nc1nc2ccc(F)cc2s1,x01260-1,67,Done,,0.5664,-7.521,generate-grids-gridgen,-7.521,-1.871,-0.2877,-0.0,-3.701,-21.37,-3.949,0.0,0.0,-36.35,-25.32,0.0
OCc1cc2c(Cl)cccc2[nH]1,x01287-1,68,Done,,1.242,-7.128,generate-grids-gridgen,-7.128,-2.516,-0.337,-0.0,-2.629,-23.76,-3.055,0.0,0.0,-37.91,-26.81,0.09384
CC(C)n1c(N)[nH+]c2ccccc21,x01295-1,69,Done,,1.151,-5.888,generate-grids-gridgen,-6.134,-1.963,0.0,-0.0,-2.8,-19.76,-2.558,0.0,0.0,-31.17,-22.32,0.3142
CC(C)n1c(N)nc2ccccc21,x01295-1,70,Done,,1.122,-8.382,generate-grids-gridgen,-9.021,-2.215,-0.608,-0.0,-4.159,-25.15,-5.215,0.0,0.0,-46.47,-30.36,0.1204
O=c1[nH]ccc2ccccc12,x01306-1,71,Done,,0.6109,-8.194,generate-grids-gridgen,-8.194,-2.215,-0.608,-0.0,-3.728,-21.06,-3.927,0.0,0.0,-37.37,-24.99,0.0
O=C(c1ccc(Cl)cc1)N1CCSCC1,x01325-1,72,Done,,1.184,-6.945,generate-grids-gridgen,-6.945,-2.305,-0.32,-0.0,-2.862,-28.38,-4.213,0.5931,0.0,-46.11,-32.59,0.006528
O=C(Nc1ccccc1)Nc1cccnc1,x01334-1,73,Done,,1.95,-6.232,generate-grids-gridgen,-6.241,-2.118,-0.32,-0.0,-2.443,-26.25,-5.211,0.7336,0.0,-42.94,-31.46,0.6947
O=C(Nc1ccccc1)Nc1ccc[nH+]c1,x01334-1,74,Done,,2.065,-4.836,generate-grids-gridgen,-7.314,-2.126,-0.32,-0.0,-3.234,-25.08,-7.384,0.7278,0.0,-44.83,-32.46,4.509
NC(=O)Nc1ccc(-c2ccccc2)cc1,x01358-1,75,Done,,1.587,-6.099,generate-grids-gridgen,-6.099,-2.269,0.0,-0.0,-2.888,-27.51,-2.033,0.7393,0.0,-40.35,-29.55,0.3673
CCc1ccc(-c2nc(N)sc2C)cc1,x01378-1,76,Done,,1.372,-6.155,generate-grids-gridgen,-6.191,-2.325,0.0,-0.0,-2.606,-28.67,-1.2,0.3525,0.0,-40.08,-29.87,1.516
CCc1ccc(-c2[nH+]c(N)sc2C)cc1,x01378-1,77,Done,,1.402,-4.713,generate-grids-gridgen,-6.38,-2.754,0.0,-0.0,-2.36,-25.37,-2.319,0.3498,0.0,-39.15,-27.69,0.4579
CC1CCN(c2ccc(N)cc2Cl)CC1,x01382-1,78,Done,,1.171,-5.654,generate-grids-gridgen,-5.755,-2.176,0.0,-0.0,-2.228,-27.09,-2.216,0.3357,0.0,-38.86,-29.31,0.5328
C[C@H]1CC[N@H+](c2ccc(N)cc2Cl)CC1,x01382-1,79,Done,,1.061,-4.745,generate-grids-gridgen,-5.843,-2.103,0.0,-0.0,-2.473,-26.38,-1.868,0.3332,0.0,-37.73,-28.25,0.05421
C[C@H]1CC[N@@H+](c2ccc(N)cc2Cl)CC1,x01382-1,80,Done,,1.114,-5.924,generate-grids-gridgen,-7.022,-2.483,0.0,-0.0,-3.102,-27.09,-2.768,0.3332,0.0,-41.42,-29.86,0.9365
COC(=O)CNC(=O)c1cc(C)on1,x01401-1,81,Done,,1.846,-6.072,generate-grids-gridgen,-6.072,-1.121,-0.7885,-0.0,-3.479,-25.54,-7.1,1.658,0.0,-43.11,-32.64,2.314
CC(=O)N1c2ccccc2CC[C@H]1C,x01411-1,82,Done,,1.366,-7.66,generate-grids-gridgen,-7.66,-2.776,-0.1024,-0.0,-3.068,-29.25,-1.67,0.0,0.0,-45.12,-30.92,0.5662
CCNc1ccc(S(C)(=O)=O)cc1F,x01415-1,83,Done,,1.571,-6.236,generate-grids-gridgen,-6.236,-1.752,-0.2476,-0.0,-2.947,-25.37,-2.508,0.3554,0.0,-38.3,-27.88,0.1684
COc1ccc(NC(=O)Nc2ccncc2)cc1,x01438-1,84,Done,,1.953,-5.624,generate-grids-gridgen,-5.722,-2.746,-0.3286,-0.0,-1.658,-29.17,-2.742,0.8802,0.0,-42.47,-31.92,1.898
COc1ccc(NC(=O)Nc2cc[nH+]cc2)cc1,x01438-1,85,Done,,2.126,-5.027,generate-grids-gridgen,-6.141,-2.252,-0.32,-0.0,-1.991,-27.38,-7.223,0.874,0.0,-46.26,-34.6,3.3
C[NH2+]Cc1cccc(Cl)c1,x01464-1,86,Done,,1.157,-7.034,generate-grids-gridgen,-7.056,-2.752,0.0,-0.0,-2.806,-20.95,-3.005,0.0,0.0,-34.33,-23.95,0.9212
CNCc1cccc(Cl)c1,x01464-1,87,Done,,1.234,-5.302,generate-grids-gridgen,-7.268,-2.762,-0.32,-0.0,-2.803,-21.64,-2.01,0.0,0.0,-32.81,-23.65,2.457
O=C(Nc1nccs1)c1ccccc1,x01502-1,88,Done,,1.298,-3.736,generate-grids-gridgen,-3.736,-1.755,0.0,-0.0,-1.306,-28.2,-2.988,1.183,0.0,-36.62,-31.19,3.476
O=S(=O)(c1ccccc1)N1CCCC1,x01511-1,89,Done,,2.91,-6.022,generate-grids-gridgen,-6.022,-2.36,0.0,-0.0,-3.065,-30.2,1.118,0.745,0.0,-39.59,-29.08,0.09267
Cn1cnnc1[C@@H]1CCCN1c1cccc(-n2cnc3ccccc32)n1,x02691-1,90,Done,,2.298,-8.841,generate-grids-gridgen,-8.851,-3.14,-0.06295,-0.0,-3.63,-44.97,-1.652,0.4777,0.0,-68.09,-46.63,3.657
Cn1cnnc1[C@@H]1CCCN1c1cccc(-n2c[nH+]c3ccccc32)n1,x02691-1,91,Done,,2.24,-6.049,generate-grids-gridgen,-8.484,-3.163,0.0,-0.0,-2.898,-39.38,-6.12,0.4753,-0.0115,-66.21,-45.5,3.915
Cc1cn(C)nc1CS(=O)(=O)Cc1c(C)cc(C(C)(C)C)cc1C,x02696-1,92,Done,,2.745,-6.183,generate-grids-gridgen,-6.183,-2.967,0.0,-0.0,-2.053,-25.7,-3.116,0.627,-0.03702,-38.11,-28.81,11.81
CC(C)N(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,93,Done,,6.13,-4.921,generate-grids-gridgen,-4.939,-3.741,0.0,-0.0,0.06615,-39.55,-0.4671,0.7839,0.0,-51.02,-40.02,2.538
CC(C)[N@@H+](C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,94,Done,,5.16,-5.445,generate-grids-gridgen,-7.867,-3.393,0.0,-0.0,-2.159,-35.9,-8.54,0.7839,-0.02284,-64.61,-44.44,4.683
CC(C)[N@H+](C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,95,Done,,3.922,-4.894,generate-grids-gridgen,-7.316,-3.592,0.0,-0.0,-1.864,-34.28,-6.201,0.7839,0.0,-59.85,-40.48,1.486
CC(C)N(C)c1ccccc1[N-]S(=O)(=O)c1cnn(C2CCC2)c1,x02698-1,96,Done,,6.818,-4.11,generate-grids-gridgen,-6.729,-3.712,0.0,-0.0,-1.536,-36.61,-2.713,0.7879,-0.03192,-53.35,-39.33,5.739
CC(C)(C)n1cc(NS(=O)(=O)c2cccc(Cl)c2Cl)cn1,x02700-1,97,Done,,2.168,-6.107,generate-grids-gridgen,-6.406,-2.679,-0.2632,-0.0,-1.305,-36.1,-5.495,0.4708,0.0,-55.51,-41.59,3.544
CC(C)(C)n1cc([N-]S(=O)(=O)c2cccc(Cl)c2Cl)cn1,x02700-1,98,Done,,2.118,-5.783,generate-grids-gridgen,-6.332,-2.354,-0.07204,-0.0,-1.894,-34.5,-4.876,0.4733,-0.02864,-56.42,-39.37,1.572
C[C@H](Cc1cccnc1)NC(=O)c1cc(C(C)(C)C)n2ncnc2n1,x02704-1,99,Done,,3.951,-8.024,generate-grids-gridgen,-8.034,-3.069,-0.4154,-0.0,-2.663,-42.33,-2.87,0.6605,0.0,-64.1,-45.2,5.225
C[C@H](Cc1ccc[nH+]c1)NC(=O)c1cc(C(C)(C)C)n2ncnc2n1,x02704-1,100,Done,,4.349,-6.767,generate-grids-gridgen,-9.152,-3.04,-0.1415,-0.0,-3.606,-39.61,-6.943,0.6571,0.0,-71.19,-46.56,2.935
Cc1cccnc1[C@H](NC(=O)c1csc2cncn12)C(C)(C)C,x02708-1,101,Done,,1.985,-7.078,generate-grids-gridgen,-7.231,-3.363,0.0,-0.0,-2.313,-38.63,-0.9784,0.5223,0.0,-58.41,-39.61,1.094
Cc1cccnc1[C@H](NC(=O)c1csc2c[nH+]cn12)C(C)(C)C,x02708-1,102,Done,,2.336,-6.244,generate-grids-gridgen,-7.326,-2.98,0.0,-0.0,-2.404,-34.44,-4.933,0.5195,0.0,-57.25,-39.37,1.899
Cc1ccc[nH+]c1[C@H](NC(=O)c1csc2cncn12)C(C)(C)C,x02708-1,103,Done,,2.185,-5.231,generate-grids-gridgen,-6.937,-3.156,0.0,-0.0,-2.184,-37.11,-1.737,0.5195,0.0,-55.87,-38.85,2.784
Cc1ccc[nH+]c1[C@H](NC(=O)c1csc2c[nH+]cn12)C(C)(C)C,x02708-1,104,Done,,2.052,-4.862,generate-grids-gridgen,-7.539,-2.91,0.0,-0.0,-2.163,-36.07,-7.86,0.5167,0.0,-62.55,-43.93,3.067
Cc1nsc(N2CCCN(c3ccc(C(F)(F)F)c(C#N)c3)CC2)n1,x02715-1,105,Done,,2.736,-7.69,generate-grids-gridgen,-7.69,-3.434,0.0,-0.0,-2.532,-39.41,-0.2608,0.2853,0.0,-56.63,-39.67,1.94
C=CCC1(C(=O)N[C@H]2CCN(C(=O)OC(C)(C)C)C[C@@H]2CO)CCCCC1,x02736-1,106,Done,,9.669,-7.444,generate-grids-gridgen,-7.444,-3.923,-0.3101,-0.0,-2.027,-36.36,-2.919,1.072,0.0,-55.27,-39.28,4.381
CC[C@@H](C)Oc1cc(C(=O)N2CC[C@H](C)c3cccc(O)c32)ccn1,x02742-1,107,Done,,4.693,-4.384,generate-grids-gridgen,-4.386,-3.602,-0.2706,-0.0,0.4773,-34.0,0.3673,0.6536,0.0,-37.26,-33.63,14.67
C[C@@H]([NH2+]Cc1nc2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,108,Done,,2.469,-7.813,generate-grids-gridgen,-8.067,-3.455,0.0,-0.0,-2.79,-40.73,-1.815,0.5072,-0.01984,-62.97,-42.55,3.011
C[C@@H](NCc1nc2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,109,Done,,3.609,-8.1,generate-grids-gridgen,-8.786,-3.43,-0.2873,-0.0,-2.992,-42.44,-3.093,0.5096,0.0,-68.36,-45.53,5.23
C[C@@H](NCc1nc2ccccc2n1C(F)F)c1[nH+]c2ccccc2n1C(F)F,x02745-1,110,Done,,3.104,-6.868,generate-grids-gridgen,-9.165,-3.494,-0.2419,-0.0,-2.642,-40.63,-8.416,0.5072,0.0,-72.91,-49.05,4.745
C[C@@H](NCc1[nH+]c2ccccc2n1C(F)F)c1nc2ccccc2n1C(F)F,x02745-1,111,Done,,3.591,-7.099,generate-grids-gridgen,-9.64,-3.69,-0.1555,-0.0,-2.674,-40.41,-10.6,0.5072,-0.01802,-76.54,-51.01,4.588
COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,x02746-1,112,Done,,2.509,-7.24,generate-grids-gridgen,-7.24,-3.415,0.0,-0.0,-1.921,-38.41,-3.375,0.5223,0.0,-58.82,-41.79,1.225
CS(=O)(=O)NCc1ccc(C(=O)N2CCCCCc3ccccc32)o1,x02776-1,114,Done,,3.33,-8.337,generate-grids-gridgen,-8.337,-3.294,0.0,-0.0,-2.856,-47.79,-2.55,0.5847,0.0,-72.88,-50.34,0.4212
